Locality,Type,Rent,Area,Furnishing_Status,Bathroom,Balcony,Parking,Carpet_Area,Annual_Rent,Price,ROI (%)
powai,2,38500,1000.0,2,2.0,1.0,1.0,700.0,462000,10000000.0,4.62
powai,2,49000,1080.0,2,2.0,2.0,1.0,700.0,588000,10800000.0,5.444444444444444
powai,2,46500,1250.0,2,2.0,2.0,1.0,835.0,558000,12500000.0,4.464
powai,3,58500,1500.0,2,3.0,3.0,1.0,1200.0,702000,15000000.0,4.68
powai,2,38000,1080.0,2,2.0,2.0,1.0,700.0,456000,10800000.0,4.222222222222222
powai,2,41500,1150.0,2,2.0,1.0,1.0,750.0,498000,11500000.0,4.330434782608696
powai,2,42500,1150.0,2,2.0,1.0,1.0,800.0,510000,11500000.0,4.434782608695651
powai,3,53000,1450.0,1,3.0,1.0,1.0,980.0,636000,14500000.0,4.386206896551724
powai,2,54000,1050.0,0,2.0,1.0,1.0,700.0,648000,10500000.0,6.171428571428572
powai,0,32000,665.0,0,2.0,1.0,1.0,450.0,384000,6650000.0,5.774436090225564
powai,1,25000,475.0,2,1.0,1.0,1.0,225.0,300000,4750000.0,6.315789473684211
powai,1,38000,630.0,0,2.0,1.0,1.0,465.0,456000,6300000.0,7.238095238095238
powai,2,43000,1155.0,2,2.0,1.0,1.0,805.0,516000,11550000.0,4.467532467532467
powai,2,44000,1150.0,1,2.0,1.0,1.0,780.0,528000,11500000.0,4.591304347826087
powai,3,65000,1400.0,2,3.0,1.0,1.0,1100.0,780000,14000000.0,5.571428571428571
powai,2,44500,900.0,2,2.0,1.0,1.0,750.0,534000,9000000.0,5.933333333333334
powai,3,48000,1400.0,2,3.0,1.0,1.0,1100.0,576000,14000000.0,4.114285714285714
powai,2,45000,1000.0,0,2.0,1.0,1.0,700.0,540000,10000000.0,5.4
powai,3,75000,1740.0,1,3.0,1.0,1.0,900.0,900000,17400000.0,5.172413793103448
powai,2,45000,1000.0,2,2.0,1.0,1.0,700.0,540000,10000000.0,5.4
powai,2,52000,1250.0,0,2.0,1.0,1.0,850.0,624000,12500000.0,4.992
powai,2,55000,970.0,1,2.0,1.0,1.0,750.0,660000,9700000.0,6.804123711340206
powai,2,49500,1049.0,1,2.0,1.0,1.0,690.0,594000,10490000.0,5.662535748331744
powai,2,43000,1000.0,0,2.0,1.0,1.0,700.0,516000,10000000.0,5.16
powai,3,72000,1605.0,0,3.0,1.0,1.0,1050.0,864000,16050000.0,5.383177570093458
powai,3,70000,1550.0,0,3.0,1.0,1.0,1150.0,840000,15500000.0,5.419354838709677
powai,2,43000,1200.0,0,2.0,1.0,1.0,800.0,516000,12000000.0,4.3
powai,2,52000,1285.0,1,2.0,1.0,1.0,800.0,624000,12850000.0,4.856031128404669
powai,2,44000,1050.0,1,2.0,1.0,1.0,700.0,528000,10500000.0,5.0285714285714285
powai,2,38000,910.0,2,2.0,1.0,1.0,690.0,456000,9100000.0,5.010989010989011
powai,2,49000,915.0,0,2.0,1.0,1.0,655.0,588000,9150000.0,6.4262295081967205
powai,2,53000,910.0,0,2.0,1.0,1.0,645.0,636000,9100000.0,6.989010989010989
powai,2,37000,980.0,0,2.0,1.0,1.0,640.0,444000,9800000.0,4.530612244897959
powai,2,54000,1050.0,0,2.0,1.0,1.0,700.0,648000,10500000.0,6.171428571428572
powai,2,41000,1035.0,0,2.0,1.0,1.0,750.0,492000,10350000.0,4.753623188405797
powai,2,59000,1240.0,1,2.0,1.0,1.0,750.0,708000,12400000.0,5.709677419354839
powai,3,61000,1545.0,1,2.0,3.0,1.0,990.0,732000,15450000.0,4.737864077669904
powai,2,44000,1050.0,2,2.0,1.0,1.0,750.0,528000,10500000.0,5.0285714285714285
powai,3,56000,1545.0,1,3.0,1.0,1.0,1100.0,672000,15450000.0,4.349514563106796
powai,2,45000,940.0,0,2.0,1.0,1.0,700.0,540000,9400000.0,5.74468085106383
powai,3,60000,1563.0,0,3.0,1.0,1.0,1250.0,720000,15630000.0,4.606525911708253
powai,3,70000,1740.0,1,2.0,1.0,1.0,750.0,840000,17400000.0,4.827586206896552
powai,2,54000,970.0,1,2.0,1.0,1.0,700.0,648000,9700000.0,6.68041237113402
powai,2,46000,1150.0,1,2.0,1.0,1.0,750.0,552000,11500000.0,4.8
powai,2,44000,1150.0,1,2.0,1.0,1.0,750.0,528000,11500000.0,4.591304347826087
powai,2,50000,1049.0,1,2.0,1.0,1.0,690.0,600000,10490000.0,5.719733079122975
powai,3,54000,1545.0,2,2.0,1.0,1.0,1150.0,648000,15450000.0,4.194174757281553
powai,3,77000,1450.0,1,3.0,1.0,1.0,1100.0,924000,14500000.0,6.372413793103449
powai,3,100000,2350.0,1,3.0,1.0,1.0,1600.0,1200000,23500000.0,5.106382978723404
powai,2,55000,1250.0,0,2.0,3.0,1.0,700.0,660000,12500000.0,5.28
powai,3,60000,1550.0,2,3.0,1.0,1.0,1100.0,720000,15500000.0,4.645161290322581
powai,2,58000,1100.0,0,2.0,1.0,1.0,710.0,696000,11000000.0,6.327272727272727
powai,3,58000,1502.0,2,3.0,1.0,1.0,1100.0,696000,15020000.0,4.633821571238348
powai,2,62000,880.0,0,2.0,1.0,1.0,650.0,744000,8800000.0,8.454545454545455
powai,2,52000,1050.0,0,2.0,1.0,1.0,700.0,624000,10500000.0,5.942857142857143
powai,0,32000,625.0,1,2.0,1.0,1.0,465.0,384000,6250000.0,6.144
powai,2,69000,1100.0,0,2.0,1.0,1.0,750.0,828000,11000000.0,7.527272727272727
powai,2,45000,970.0,1,2.0,1.0,1.0,635.0,540000,9700000.0,5.567010309278351
powai,3,64000,1502.0,0,2.0,1.0,1.0,980.0,768000,15020000.0,5.113182423435419
powai,2,46000,1050.0,1,2.0,1.0,1.0,710.0,552000,10500000.0,5.257142857142857
powai,2,50000,970.0,1,2.0,1.0,1.0,635.0,600000,9700000.0,6.185567010309279
powai,2,41000,1050.0,0,2.0,1.0,1.0,700.0,492000,10500000.0,4.685714285714285
powai,2,48000,1050.0,0,2.0,1.0,1.0,700.0,576000,10500000.0,5.485714285714286
powai,2,35000,1000.0,0,2.0,1.0,1.0,700.0,420000,10000000.0,4.2
powai,3,131000,1450.0,0,3.0,1.0,2.0,1000.0,1572000,14500000.0,10.841379310344829
powai,1,8000,350.0,2,1.0,1.0,1.0,225.0,96000,3500000.0,2.742857142857143
powai,2,37000,1050.0,2,4.0,1.0,1.0,738.0,444000,10500000.0,4.228571428571429
powai,1,15000,352.0,2,1.0,1.0,1.0,225.0,180000,3520000.0,5.113636363636364
powai,0,35000,620.0,2,1.0,1.0,1.0,435.0,420000,6200000.0,6.774193548387098
powai,3,70000,1850.0,1,3.0,1.0,3.0,1239.0,840000,18500000.0,4.54054054054054
powai,2,50000,980.0,2,1.0,1.0,1.0,740.0,600000,9800000.0,6.122448979591836
powai,2,45000,1162.0,0,1.0,1.0,1.0,935.0,540000,11620000.0,4.647160068846816
powai,1,7000,275.0,2,1.0,1.0,1.0,225.0,84000,2750000.0,3.0545454545454547
powai,2,50000,1050.0,2,2.0,1.0,2.0,710.0,600000,10500000.0,5.714285714285714
powai,1,15000,335.0,2,1.0,1.0,1.0,225.0,180000,3350000.0,5.3731343283582085
powai,0,30000,630.0,2,1.0,1.0,1.0,439.0,360000,6300000.0,5.714285714285714
powai,3,65000,1850.0,1,3.0,2.0,2.0,1245.0,780000,18500000.0,4.216216216216216
powai,3,75000,1150.0,1,2.0,1.0,1.0,908.0,900000,11500000.0,7.82608695652174
powai,2,60000,885.0,0,1.0,1.0,1.0,685.0,720000,8850000.0,8.135593220338983
powai,3,70000,1765.0,1,2.0,2.0,2.0,1230.0,840000,17650000.0,4.759206798866856
powai,1,7000,275.0,2,1.0,1.0,1.0,225.0,84000,2750000.0,3.0545454545454547
powai,2,75000,1250.0,1,2.0,2.0,2.0,750.0,900000,12500000.0,7.199999999999999
powai,2,48000,1000.0,1,2.0,1.0,2.0,745.0,576000,10000000.0,5.76
powai,2,45000,900.0,0,2.0,1.0,2.0,700.0,540000,9000000.0,6.0
powai,3,80000,1100.0,0,3.0,3.0,2.0,950.0,960000,11000000.0,8.727272727272728
powai,3,67000,1502.0,1,2.0,1.0,1.0,890.0,804000,15020000.0,5.352862849533955
powai,3,110000,1835.0,0,3.0,1.0,2.0,1200.0,1320000,18350000.0,7.193460490463215
powai,2,55000,1135.0,1,2.0,1.0,1.0,720.0,660000,11350000.0,5.814977973568282
powai,3,65000,1313.0,1,2.0,1.0,1.0,890.0,780000,13130000.0,5.9405940594059405
powai,2,45000,995.0,1,2.0,1.0,1.0,625.0,540000,9950000.0,5.427135678391959
powai,2,60000,1050.0,1,2.0,1.0,2.0,750.0,720000,10500000.0,6.857142857142858
powai,2,70000,1250.0,1,2.0,1.0,2.0,750.0,840000,12500000.0,6.72
powai,3,180000,2410.0,0,3.0,1.0,2.0,1800.0,2160000,24100000.0,8.962655601659751
powai,3,85000,1740.0,0,3.0,1.0,2.0,1200.0,1020000,17400000.0,5.862068965517241
powai,2,50000,910.0,1,2.0,1.0,2.0,650.0,600000,9100000.0,6.593406593406594
powai,2,65000,1250.0,1,2.0,1.0,2.0,800.0,780000,12500000.0,6.239999999999999
powai,3,110000,2075.0,1,3.0,1.0,2.0,1300.0,1320000,20750000.0,6.36144578313253
powai,3,60000,1460.0,0,3.0,1.0,2.0,1100.0,720000,14600000.0,4.931506849315069
powai,2,55000,885.0,0,2.0,1.0,2.0,650.0,660000,8850000.0,7.457627118644068
powai,3,85000,950.0,1,3.0,1.0,2.0,750.0,1020000,9500000.0,10.73684210526316
powai,2,90000,1250.0,0,2.0,1.0,2.0,750.0,1080000,12500000.0,8.64
powai,2,50000,985.0,1,2.0,2.0,2.0,635.0,600000,9850000.0,6.091370558375635
powai,2,60000,985.0,0,2.0,1.0,2.0,635.0,720000,9850000.0,7.309644670050762
powai,2,40000,980.0,2,2.0,1.0,1.0,640.0,480000,9800000.0,4.8979591836734695
powai,3,90000,1350.0,1,3.0,1.0,2.0,1100.0,1080000,13500000.0,8.0
powai,3,55000,1300.0,1,3.0,1.0,2.0,1000.0,660000,13000000.0,5.076923076923077
powai,3,62000,1700.0,0,3.0,1.0,1.0,1200.0,744000,17000000.0,4.376470588235295
powai,3,65000,1250.0,1,2.0,1.0,1.0,900.0,780000,12500000.0,6.239999999999999
powai,3,70000,1313.0,1,3.0,1.0,1.0,900.0,840000,13130000.0,6.397562833206398
powai,3,100000,1800.0,0,3.0,1.0,2.0,1590.0,1200000,18000000.0,6.666666666666667
powai,3,155000,1790.0,0,3.0,1.0,2.0,1400.0,1860000,17900000.0,10.391061452513966
powai,2,45000,780.0,0,2.0,2.0,2.0,760.0,540000,7800000.0,6.923076923076923
powai,2,42000,910.0,1,2.0,1.0,1.0,650.0,504000,9100000.0,5.538461538461538
powai,2,40000,910.0,1,1.0,1.0,1.0,650.0,480000,9100000.0,5.274725274725275
powai,3,110000,1250.0,0,3.0,1.0,1.0,950.0,1320000,12500000.0,10.56
powai,3,115000,1450.0,1,3.0,1.0,1.0,1100.0,1380000,14500000.0,9.517241379310343
powai,2,55000,970.0,0,2.0,1.0,1.0,670.0,660000,9700000.0,6.804123711340206
powai,2,40000,910.0,1,2.0,1.0,1.0,650.0,480000,9100000.0,5.274725274725275
powai,3,90000,1250.0,0,3.0,1.0,1.0,950.0,1080000,12500000.0,8.64
powai,2,75000,1150.0,0,2.0,1.0,1.0,770.0,900000,11500000.0,7.82608695652174
powai,3,75000,1340.0,0,3.0,1.0,2.0,1050.0,900000,13400000.0,6.7164179104477615
powai,3,100000,1340.0,0,3.0,3.0,3.0,1050.0,1200000,13400000.0,8.955223880597014
powai,2,80000,1060.0,0,2.0,2.0,1.0,850.0,960000,10600000.0,9.056603773584904
powai,3,180000,2060.0,1,3.0,1.0,2.0,1450.0,2160000,20600000.0,10.485436893203884
powai,3,75000,1330.0,0,3.0,1.0,1.0,1050.0,900000,13300000.0,6.7669172932330826
powai,3,130000,2230.0,0,3.0,3.0,2.0,1430.0,1560000,22300000.0,6.995515695067264
powai,3,85000,1990.0,1,3.0,1.0,2.0,1550.0,1020000,19900000.0,5.125628140703518
powai,2,65000,1130.0,0,2.0,1.0,1.0,850.0,780000,11300000.0,6.902654867256637
powai,3,110000,1450.0,1,3.0,1.0,1.0,1100.0,1320000,14500000.0,9.10344827586207
powai,3,130000,1450.0,1,3.0,1.0,1.0,1100.0,1560000,14500000.0,10.758620689655173
powai,3,120000,1450.0,1,3.0,1.0,1.0,1100.0,1440000,14500000.0,9.93103448275862
powai,3,120000,1450.0,1,3.0,1.0,1.0,1100.0,1440000,14500000.0,9.93103448275862
powai,3,130000,1450.0,1,3.0,1.0,1.0,1100.0,1560000,14500000.0,10.758620689655173
powai,3,120000,1450.0,1,3.0,1.0,1.0,1100.0,1440000,14500000.0,9.93103448275862
powai,2,50000,885.0,0,2.0,1.0,1.0,650.0,600000,8850000.0,6.779661016949152
powai,2,55000,970.0,0,2.0,1.0,1.0,680.0,660000,9700000.0,6.804123711340206
powai,3,110000,1450.0,1,3.0,1.0,1.0,1100.0,1320000,14500000.0,9.10344827586207
powai,3,80000,1470.0,1,3.0,1.0,1.0,1050.0,960000,14700000.0,6.530612244897959
powai,3,125000,1450.0,1,3.0,1.0,1.0,1100.0,1500000,14500000.0,10.344827586206897
powai,2,45000,910.0,0,2.0,1.0,1.0,650.0,540000,9100000.0,5.934065934065933
powai,2,55000,910.0,0,2.0,1.0,1.0,650.0,660000,9100000.0,7.252747252747254
powai,3,65000,1350.0,0,3.0,1.0,1.0,950.0,780000,13500000.0,5.777777777777778
powai,2,65000,885.0,0,2.0,1.0,0.0,650.0,780000,8850000.0,8.813559322033898
powai,3,125000,1450.0,1,3.0,1.0,1.0,1100.0,1500000,14500000.0,10.344827586206897
powai,3,80000,1740.0,1,3.0,1.0,1.0,1200.0,960000,17400000.0,5.517241379310345
powai,0,45000,565.0,2,2.0,1.0,2.0,400.0,540000,5650000.0,9.557522123893806
powai,2,85000,1150.0,0,2.0,3.0,1.0,870.0,1020000,11500000.0,8.869565217391303
powai,2,60000,1000.0,0,2.0,1.0,2.0,700.0,720000,10000000.0,7.199999999999999
powai,2,50000,990.0,1,2.0,1.0,2.0,740.0,600000,9900000.0,6.0606060606060606
powai,3,55000,1250.0,2,2.0,1.0,2.0,1000.0,660000,12500000.0,5.28
powai,2,35000,900.0,1,2.0,1.0,0.0,590.0,420000,9000000.0,4.666666666666667
powai,3,85000,1700.0,1,3.0,2.0,2.0,1400.0,1020000,17000000.0,6.0
powai,3,75000,1400.0,0,3.0,2.0,2.0,1100.0,900000,14000000.0,6.428571428571428
powai,3,75000,2700.0,0,4.0,1.0,2.0,1700.0,900000,27000000.0,3.333333333333333
powai,0,38000,450.0,1,1.0,1.0,2.0,380.0,456000,4500000.0,10.133333333333333
powai,2,40000,1000.0,1,2.0,1.0,2.0,750.0,480000,10000000.0,4.8
powai,2,40000,1000.0,2,2.0,1.0,2.0,670.0,480000,10000000.0,4.8
powai,3,65000,1300.0,1,3.0,3.0,2.0,1100.0,780000,13000000.0,6.0
powai,2,48000,950.0,1,2.0,1.0,2.0,600.0,576000,9500000.0,6.063157894736841
powai,2,45000,860.0,0,2.0,1.0,2.0,585.0,540000,8600000.0,6.279069767441861
powai,3,50000,1250.0,1,3.0,1.0,2.0,1100.0,600000,12500000.0,4.8
powai,2,60000,1100.0,0,2.0,2.0,2.0,990.0,720000,11000000.0,6.545454545454546
powai,2,45000,1000.0,1,2.0,1.0,2.0,740.0,540000,10000000.0,5.4
powai,2,60000,1050.0,1,2.0,1.0,2.0,888.0,720000,10500000.0,6.857142857142858
powai,1,25000,500.0,0,2.0,1.0,1.0,410.0,300000,5000000.0,6.0
powai,0,75000,500.0,0,1.0,1.0,1.0,380.0,900000,5000000.0,18.0
powai,2,35000,1000.0,1,2.0,1.0,1.0,700.0,420000,10000000.0,4.2
powai,3,90000,2700.0,0,4.0,1.0,2.0,1700.0,1080000,27000000.0,4.0
powai,2,55000,1200.0,0,2.0,3.0,2.0,890.0,660000,12000000.0,5.5
powai,2,40000,1000.0,1,2.0,1.0,2.0,740.0,480000,10000000.0,4.8
powai,3,65000,1280.0,1,3.0,1.0,2.0,1000.0,780000,12800000.0,6.09375
powai,2,50000,1200.0,0,1.0,1.0,2.0,1000.0,600000,12000000.0,5.0
powai,0,30000,500.0,1,1.0,1.0,0.0,400.0,360000,5000000.0,7.199999999999999
powai,2,50000,890.0,0,2.0,1.0,2.0,690.0,600000,8900000.0,6.741573033707865
powai,2,60000,1300.0,0,2.0,2.0,1.0,850.0,720000,13000000.0,5.538461538461538
prabhadevi,3,375000,2200.0,1,3.0,1.0,2.0,1600.0,4500000,22000000.0,20.454545454545457
prabhadevi,2,70000,900.0,1,2.0,2.0,1.0,750.0,840000,9000000.0,9.333333333333334
prabhadevi,2,58000,850.0,0,2.0,1.0,1.0,700.0,696000,8500000.0,8.188235294117648
prabhadevi,2,99000,1050.0,1,2.0,1.0,1.0,780.0,1188000,10500000.0,11.314285714285717
prabhadevi,0,17000,475.0,1,1.0,3.0,3.0,330.0,204000,4750000.0,4.294736842105263
prabhadevi,2,60000,860.0,1,2.0,1.0,1.0,750.0,720000,8600000.0,8.372093023255815
prabhadevi,2,90000,950.0,0,2.0,1.0,1.0,820.0,1080000,9500000.0,11.36842105263158
prabhadevi,3,500000,2200.0,0,3.0,1.0,2.0,1500.0,6000000,22000000.0,27.27272727272727
prabhadevi,0,40000,550.0,2,1.0,1.0,2.0,400.0,480000,5500000.0,8.727272727272728
prabhadevi,3,85000,900.0,0,2.0,2.0,2.0,850.0,1020000,9000000.0,11.333333333333332
prabhadevi,3,90000,1750.0,1,3.0,3.0,2.0,1380.0,1080000,17500000.0,6.171428571428572
prabhadevi,2,80000,1040.0,0,2.0,2.0,2.0,630.0,960000,10400000.0,9.230769230769232
prabhadevi,3,240000,1650.0,1,4.0,1.0,2.0,1400.0,2880000,16500000.0,17.454545454545457
prabhadevi,3,380000,2200.0,1,2.0,2.0,2.0,1563.0,4560000,22000000.0,20.727272727272727
prabhadevi,3,220000,2240.0,1,3.0,4.0,2.0,1600.0,2640000,22400000.0,11.785714285714285
prabhadevi,3,230000,2000.0,1,3.0,1.0,2.0,1680.0,2760000,20000000.0,13.8
prabhadevi,2,70000,1150.0,1,2.0,1.0,1.0,750.0,840000,11500000.0,7.304347826086957
prabhadevi,2,70000,800.0,1,2.0,2.0,1.0,740.0,840000,8000000.0,10.5
prabhadevi,2,85000,1200.0,1,2.0,1.0,1.0,750.0,1020000,12000000.0,8.5
prabhadevi,2,95000,900.0,2,2.0,2.0,2.0,785.0,1140000,9000000.0,12.666666666666668
prabhadevi,0,50000,700.0,1,1.0,1.0,1.0,550.0,600000,7000000.0,8.571428571428571
prabhadevi,0,55000,750.0,0,2.0,1.0,1.0,550.0,660000,7500000.0,8.799999999999999
prabhadevi,2,75000,1000.0,1,2.0,1.0,1.0,800.0,900000,10000000.0,9.0
prabhadevi,2,75000,900.0,1,2.0,1.0,1.0,785.0,900000,9000000.0,10.0
prabhadevi,3,95000,1200.0,0,3.0,2.0,1.0,1000.0,1140000,12000000.0,9.5
prabhadevi,3,265000,2000.0,0,3.0,2.0,2.0,1600.0,3180000,20000000.0,15.9
prabhadevi,3,205000,2200.0,1,3.0,1.0,2.0,1860.0,2460000,22000000.0,11.181818181818182
prabhadevi,2,130000,1300.0,2,2.0,1.0,2.0,1200.0,1560000,13000000.0,12.0
prabhadevi,3,185000,2150.0,1,3.0,3.0,2.0,1400.0,2220000,21500000.0,10.325581395348838
prabhadevi,2,85000,1580.0,0,2.0,2.0,1.0,1050.0,1020000,15800000.0,6.455696202531645
prabhadevi,2,90000,1256.0,1,2.0,2.0,1.0,860.0,1080000,12560000.0,8.598726114649681
prabhadevi,0,54000,610.0,0,1.0,1.0,0.0,520.0,648000,6100000.0,10.62295081967213
prabhadevi,2,100000,1250.0,1,2.0,2.0,2.0,870.0,1200000,12500000.0,9.6
prabhadevi,2,85000,1110.0,1,2.0,1.0,0.0,780.0,1020000,11100000.0,9.18918918918919
prabhadevi,0,46000,560.0,1,1.0,1.0,0.0,425.0,552000,5600000.0,9.857142857142858
prabhadevi,2,75000,1050.0,1,2.0,1.0,0.0,750.0,900000,10500000.0,8.571428571428571
prabhadevi,2,70000,1060.0,0,2.0,2.0,1.0,750.0,840000,10600000.0,7.924528301886792
prabhadevi,0,54000,610.0,0,2.0,1.0,0.0,530.0,648000,6100000.0,10.62295081967213
prabhadevi,3,100000,1650.0,1,3.0,1.0,1.0,1200.0,1200000,16500000.0,7.272727272727272
prabhadevi,3,230000,1650.0,1,3.0,1.0,2.0,1300.0,2760000,16500000.0,16.727272727272727
prabhadevi,3,250000,2254.0,1,4.0,1.0,2.0,1675.0,3000000,22540000.0,13.309671694764862
prabhadevi,3,160000,2100.0,1,3.0,1.0,2.0,1450.0,1920000,21000000.0,9.142857142857142
prabhadevi,2,80000,1180.0,1,2.0,1.0,1.0,900.0,960000,11800000.0,8.135593220338983
prabhadevi,2,90000,1000.0,0,2.0,1.0,1.0,800.0,1080000,10000000.0,10.8
prabhadevi,3,175000,2200.0,0,3.0,1.0,2.0,1650.0,2100000,22000000.0,9.545454545454549
prabhadevi,3,150000,2000.0,1,3.0,1.0,1.0,1650.0,1800000,20000000.0,9.0
prabhadevi,2,60000,900.0,1,2.0,2.0,1.0,650.0,720000,9000000.0,8.0
prabhadevi,0,36200,400.0,2,1.0,1.0,0.0,371.0,434400,4000000.0,10.86
prabhadevi,2,55000,700.0,2,2.0,2.0,0.0,550.0,660000,7000000.0,9.428571428571429
prabhadevi,0,46000,666.0,2,1.0,1.0,1.0,425.0,552000,6660000.0,8.288288288288289
prabhadevi,2,60000,870.0,1,2.0,1.0,0.0,731.0,720000,8700000.0,8.275862068965518
prabhadevi,2,58000,700.0,2,2.0,2.0,0.0,631.0,696000,7000000.0,9.942857142857145
prabhadevi,2,65000,890.0,2,2.0,2.0,1.0,750.0,780000,8900000.0,8.764044943820224
prabhadevi,3,85000,1500.0,0,4.0,3.0,3.0,1000.0,1020000,15000000.0,6.800000000000001
prabhadevi,3,150000,1705.0,1,4.0,4.0,2.0,1500.0,1800000,17050000.0,10.557184750733136
prabhadevi,2,65000,1000.0,1,2.0,1.0,1.0,750.0,780000,10000000.0,7.8
prabhadevi,2,95000,850.0,1,2.0,1.0,2.0,750.0,1140000,8500000.0,13.411764705882351
prabhadevi,2,60000,1200.0,1,2.0,2.0,1.0,850.0,720000,12000000.0,6.0
prabhadevi,0,35000,475.0,2,1.0,1.0,1.0,375.0,420000,4750000.0,8.842105263157894
prabhadevi,2,75000,1000.0,1,2.0,2.0,1.0,900.0,900000,10000000.0,9.0
prabhadevi,2,100000,1100.0,1,2.0,1.0,1.0,1000.0,1200000,11000000.0,10.909090909090908
prabhadevi,0,26000,510.0,1,1.0,1.0,2.0,410.0,312000,5100000.0,6.11764705882353
prabhadevi,0,30000,510.0,1,1.0,4.0,3.0,470.0,360000,5100000.0,7.0588235294117645
prabhadevi,0,30000,475.0,1,1.0,3.0,2.0,410.0,360000,4750000.0,7.578947368421053
prabhadevi,0,29000,475.0,1,1.0,1.0,2.0,370.0,348000,4750000.0,7.326315789473684
prabhadevi,2,75000,1100.0,1,2.0,1.0,1.0,800.0,900000,11000000.0,8.181818181818182
prabhadevi,3,375000,2350.0,1,4.0,2.0,2.0,1700.0,4500000,23500000.0,19.148936170212767
prabhadevi,2,185000,1650.0,0,2.0,2.0,2.0,1120.0,2220000,16500000.0,13.454545454545457
prabhadevi,0,55000,650.0,0,1.0,2.0,1.0,505.0,660000,6500000.0,10.153846153846152
prabhadevi,0,15500,325.0,2,1.0,1.0,1.0,225.0,186000,3250000.0,5.723076923076923
prabhadevi,2,80000,1050.0,0,2.0,2.0,1.0,760.0,960000,10500000.0,9.142857142857142
prabhadevi,2,85000,1250.0,1,2.0,1.0,2.0,860.0,1020000,12500000.0,8.16
prabhadevi,0,14500,370.0,1,1.0,2.0,3.0,270.0,174000,3700000.0,4.702702702702703
prabhadevi,0,30000,510.0,1,1.0,3.0,3.0,410.0,360000,5100000.0,7.0588235294117645
prabhadevi,0,14500,410.0,2,1.0,3.0,3.0,270.0,174000,4100000.0,4.243902439024391
prabhadevi,0,17000,410.0,1,1.0,3.0,2.0,370.0,204000,4100000.0,4.975609756097561
prabhadevi,2,80000,1050.0,1,2.0,2.0,1.0,800.0,960000,10500000.0,9.142857142857142
prabhadevi,3,180000,2500.0,1,3.0,3.0,3.0,1900.0,2160000,25000000.0,8.64
prabhadevi,0,70000,820.0,0,2.0,1.0,1.0,600.0,840000,8200000.0,10.24390243902439
prabhadevi,0,46000,650.0,1,1.0,1.0,1.0,500.0,552000,6500000.0,8.492307692307692
prabhadevi,3,175000,1650.0,0,3.0,3.0,2.0,1450.0,2100000,16500000.0,12.727272727272728
prabhadevi,3,325000,2500.0,1,3.0,1.0,2.0,2000.0,3900000,25000000.0,15.6
prabhadevi,2,70000,1250.0,0,2.0,1.0,0.0,810.0,840000,12500000.0,6.72
prabhadevi,2,85000,850.0,0,2.0,2.0,2.0,760.0,1020000,8500000.0,12.0
prabhadevi,0,32000,525.0,2,1.0,1.0,1.0,428.0,384000,5250000.0,7.314285714285715
prabhadevi,0,35000,525.0,2,1.0,1.0,1.0,425.0,420000,5250000.0,8.0
prabhadevi,0,17000,475.0,1,1.0,2.0,3.0,330.0,204000,4750000.0,4.294736842105263
prabhadevi,0,16000,309.0,2,1.0,1.0,2.0,250.0,192000,3090000.0,6.213592233009709
prabhadevi,1,22000,235.0,1,1.0,1.0,2.0,225.0,264000,2350000.0,11.23404255319149
prabhadevi,3,75000,1050.0,0,3.0,1.0,0.0,840.0,900000,10500000.0,8.571428571428571
prabhadevi,1,18000,320.0,1,1.0,1.0,1.0,225.0,216000,3200000.0,6.75
prabhadevi,0,15000,280.0,2,1.0,1.0,3.0,225.0,180000,2800000.0,6.428571428571428
prabhadevi,0,18000,400.0,1,2.0,1.0,2.0,358.0,216000,4000000.0,5.4
prabhadevi,0,17000,400.0,1,2.0,1.0,2.0,350.0,204000,4000000.0,5.1
prabhadevi,1,16500,275.0,1,1.0,1.0,2.0,225.0,198000,2750000.0,7.199999999999999
prabhadevi,3,275000,1850.0,0,3.0,3.0,0.0,1280.0,3300000,18500000.0,17.83783783783784
prabhadevi,1,16000,225.0,1,1.0,1.0,2.0,181.0,192000,2250000.0,8.533333333333333
prabhadevi,0,33000,550.0,0,1.0,1.0,1.0,450.0,396000,5500000.0,7.199999999999999
prabhadevi,0,35000,600.0,0,1.0,1.0,1.0,475.0,420000,6000000.0,7.000000000000001
prabhadevi,0,26000,350.0,0,1.0,1.0,0.0,300.0,312000,3500000.0,8.914285714285715
prabhadevi,0,30000,650.0,1,1.0,2.0,0.0,400.0,360000,6500000.0,5.538461538461538
prabhadevi,2,100000,950.0,1,2.0,2.0,1.0,825.0,1200000,9500000.0,12.63157894736842
prabhadevi,2,90000,950.0,1,2.0,1.0,2.0,820.0,1080000,9500000.0,11.36842105263158
prabhadevi,1,13000,340.0,1,1.0,1.0,1.0,280.0,156000,3400000.0,4.588235294117647
prabhadevi,3,150000,1650.0,1,3.0,1.0,2.0,1350.0,1800000,16500000.0,10.909090909090908
prabhadevi,2,75000,1250.0,1,2.0,1.0,2.0,950.0,900000,12500000.0,7.199999999999999
prabhadevi,2,100000,1250.0,1,2.0,1.0,2.0,1050.0,1200000,12500000.0,9.6
prabhadevi,2,45000,650.0,0,1.0,1.0,0.0,550.0,540000,6500000.0,8.307692307692308
prabhadevi,2,50000,800.0,0,2.0,1.0,1.0,700.0,600000,8000000.0,7.5
prabhadevi,2,85000,1000.0,2,2.0,1.0,1.0,800.0,1020000,10000000.0,10.2
